product_id,product_name,category,brand,store_id,store_name,store_location,base_price,discount_rate,promotion_type,day_of_year,month,day_of_week,season,is_holiday,avg_units_sold_30d,avg_customers_30d,profit_margin,profit_class
P100285,Nike Electronics Item,Electronics,Nike,S002,Amazon Store 2,US-East,1109.72,0.13,Seasonal,27,1,Tue,Winter,0,5,7,0.415,high
P100007,AmazonBasics Fashion Item,Fashion,AmazonBasics,S001,Amazon Store 1,US-East,107.2,0.0,No Promotion,193,7,Sun,Summer,0,35,81,0.218,medium
P100860,Apple Beauty Item,Beauty,Apple,S017,Amazon Store 17,US-East,45.92,0.39,Flash Sale,337,12,Sun,Fall,0,15,29,0.062,low
P100195,Samsung Fashion Item,Fashion,Samsung,S020,Amazon Store 20,Canada,57.46,0.18,Seasonal,357,12,Mon,Fall,0,15,23,0.089,low
P101119,HP Grocery Item,Grocery,HP,S017,Amazon Store 17,US-East,29.33,0.54,Clearance,62,3,Mon,Winter,0,9,22,-0.193,loss
P100974,L'Oreal Home Item,Home,L'Oreal,S020,Amazon Store 20,Canada,344.28,0.39,Flash Sale,62,3,Sun,Winter,0,21,35,-0.118,loss
P100740,Nike Home Item,Home,Nike,S004,Amazon Store 4,EU,266.19,0.59,Clearance,282,10,Sat,Fall,1,24,56,-0.5,loss
P100904,HP Home Item,Home,HP,S027,Amazon Store 27,UK,248.46,0.39,Clearance,121,5,Tue,Spring,0,11,20,-0.08,loss
P100223,Sony Electronics Item,Electronics,Sony,S006,Amazon Store 6,US-East,1471.1,0.0,No Promotion,280,10,Tue,Fall,0,12,24,0.499,high
P100149,Dell Grocery Item,Grocery,Dell,S023,Amazon Store 23,Canada,13.82,0.16,Seasonal,39,2,Tue,Winter,1,40,68,0.055,low
P101034,Dell Beauty Item,Beauty,Dell,S017,Amazon Store 17,US-East,101.45,0.0,No Promotion,277,10,Mon,Fall,0,35,72,0.392,high
P101168,Apple Beauty Item,Beauty,Apple,S005,Amazon Store 5,UK,46.31,0.0,No Promotion,94,4,Tue,Spring,0,33,57,0.325,high
P100931,Dell Beauty Item,Beauty,Dell,S019,Amazon Store 19,US-East,18.17,0.0,No Promotion,115,4,Thu,Spring,0,13,30,0.266,medium
P101141,Adidas Beauty Item,Beauty,Adidas,S018,Amazon Store 18,Canada,177.1,0.0,No Promotion,176,6,Thu,Summer,0,10,18,0.246,medium
P100310,L'Oreal Fashion Item,Fashion,L'Oreal,S008,Amazon Store 8,US-West,76.59,0.4,Clearance,121,5,Thu,Spring,0,9,17,0.071,low
P100699,Sony Sports Item,Sports,Sony,S042,Amazon Store 42,US-East,339.46,0.0,No Promotion,13,1,Tue,Winter,0,20,44,0.444,high
P100965,Sony Home Item,Home,Sony,S004,Amazon Store 4,EU,184.07,0.34,Flash Sale,163,6,Thu,Spring,0,16,28,-0.03,loss
P100642,Sony Sports Item,Sports,Sony,S048,Amazon Store 48,EU,163.77,0.0,No Promotion,275,10,Sun,Fall,0,10,13,0.234,medium
P100926,Dell Grocery Item,Grocery,Dell,S046,Amazon Store 46,EU,3.98,0.11,Seasonal,176,6,Sat,Summer,0,20,24,0.251,medium
P100992,Samsung Fashion Item,Fashion,Samsung,S032,Amazon Store 32,US-West,200.52,0.0,No Promotion,337,12,Tue,Fall,0,35,44,0.313,high
P100323,Nike Beauty Item,Beauty,Nike,S009,Amazon Store 9,EU,175.71,0.23,Flash Sale,324,11,Sat,Fall,0,16,25,0.185,medium
P100522,Dell Fashion Item,Fashion,Dell,S011,Amazon Store 11,US-West,239.81,0.1,Holiday,173,6,Thu,Summer,1,25,39,0.307,high
P100504,AmazonBasics Home Item,Home,AmazonBasics,S009,Amazon Store 9,EU,254.42,0.2,Seasonal,275,10,Tue,Fall,0,11,25,0.244,medium
P100480,Sony Home Item,Home,Sony,S034,Amazon Store 34,UK,292.24,0.19,Seasonal,64,3,Fri,Winter,1,21,30,0.281,medium
P100881,Dell Fashion Item,Fashion,Dell,S041,Amazon Store 41,US-West,207.41,0.16,Holiday,101,4,Wed,Spring,0,17,37,0.349,high
P100905,Sony Sports Item,Sports,Sony,S040,Amazon Store 40,EU,66.62,0.0,No Promotion,322,11,Fri,Fall,0,10,13,0.257,medium
P100293,HP Fashion Item,Fashion,HP,S030,Amazon Store 30,US-East,220.2,0.0,No Promotion,66,3,Wed,Winter,0,12,25,0.251,medium
P100598,Apple Fashion Item,Fashion,Apple,S029,Amazon Store 29,US-East,106.51,0.29,Flash Sale,331,12,Wed,Fall,0,14,17,0.063,low
P100655,L'Oreal Grocery Item,Grocery,L'Oreal,S011,Amazon Store 11,US-West,2.25,0.13,Seasonal,45,2,Thu,Winter,0,16,32,0.189,medium
P100138,AmazonBasics Fashion Item,Fashion,AmazonBasics,S019,Amazon Store 19,US-East,264.98,0.49,Clearance,87,3,Wed,Spring,0,5,6,-0.404,loss
P101075,Samsung Fashion Item,Fashion,Samsung,S010,Amazon Store 10,US-East,122.44,0.13,Seasonal,67,3,Wed,Winter,0,27,49,0.218,medium
P100161,Apple Home Item,Home,Apple,S039,Amazon Store 39,UK,379.78,0.38,Flash Sale,259,9,Fri,Summer,0,37,91,-0.049,loss
P100866,Nike Sports Item,Sports,Nike,S035,Amazon Store 35,US-West,200.11,0.47,Clearance,205,7,Wed,Summer,0,11,26,0.024,low
P100269,Adidas Home Item,Home,Adidas,S008,Amazon Store 8,US-West,186.04,0.21,Flash Sale,178,6,Tue,Summer,0,18,23,0.061,low
P100280,Apple Beauty Item,Beauty,Apple,S013,Amazon Store 13,US-East,159.67,0.0,No Promotion,280,10,Sat,Fall,0,11,25,0.337,high
P101150,Sony Grocery Item,Grocery,Sony,S005,Amazon Store 5,UK,21.6,0.19,Seasonal,344,12,Sun,Fall,1,15,35,0.101,low
P100314,Apple Electronics Item,Electronics,Apple,S009,Amazon Store 9,EU,1143.98,0.11,Holiday,17,1,Sat,Winter,0,51,124,0.363,high
P100629,AmazonBasics Home Item,Home,AmazonBasics,S003,Amazon Store 3,US-East,213.87,0.0,No Promotion,296,10,Tue,Fall,0,24,50,0.459,high
P100980,AmazonBasics Grocery Item,Grocery,AmazonBasics,S019,Amazon Store 19,US-East,7.79,0.4,Flash Sale,202,7,Sun,Summer,0,12,26,-0.24,loss
P100115,L'Oreal Home Item,Home,L'Oreal,S002,Amazon Store 2,US-East,287.75,0.31,Clearance,172,6,Thu,Summer,0,65,125,0.197,medium
P100731,Sony Beauty Item,Beauty,Sony,S033,Amazon Store 33,UK,17.22,0.37,Flash Sale,262,9,Sun,Summer,0,17,20,0.116,low
P100087,Samsung Grocery Item,Grocery,Samsung,S015,Amazon Store 15,US-West,20.47,0.0,No Promotion,194,7,Sun,Summer,1,7,9,0.324,high
P100510,Adidas Beauty Item,Beauty,Adidas,S034,Amazon Store 34,UK,191.61,0.0,No Promotion,149,5,Fri,Spring,0,13,27,0.345,high
P100160,Nike Home Item,Home,Nike,S006,Amazon Store 6,US-East,25.3,0.14,Seasonal,35,2,Sun,Winter,1,34,62,0.344,high
P100552,Apple Sports Item,Sports,Apple,S005,Amazon Store 5,UK,337.49,0.0,No Promotion,29,1,Sun,Winter,0,12,26,0.495,high
P100717,LG Home Item,Home,LG,S042,Amazon Store 42,US-East,164.23,0.0,No Promotion,263,9,Mon,Summer,0,25,43,0.281,medium
P100797,LG Grocery Item,Grocery,LG,S030,Amazon Store 30,US-East,35.61,0.0,No Promotion,221,8,Sat,Summer,1,19,36,0.309,high
P100167,Dell Beauty Item,Beauty,Dell,S047,Amazon Store 47,Canada,105.39,0.4,Clearance,53,2,Fri,Winter,0,31,58,0.028,low
P100657,Apple Sports Item,Sports,Apple,S038,Amazon Store 38,EU,321.9,0.42,Clearance,279,10,Sat,Fall,0,18,32,0.06,low
P101032,Apple Fashion Item,Fashion,Apple,S026,Amazon Store 26,US-East,174.85,0.0,No Promotion,353,12,Mon,Fall,0,27,64,0.269,medium
P100084,Samsung Grocery Item,Grocery,Samsung,S000,Amazon Store 0,Canada,6.76,0.31,Clearance,76,3,Wed,Winter,0,14,29,0.088,low
P101051,Nike Grocery Item,Grocery,Nike,S040,Amazon Store 40,EU,8.69,0.35,Flash Sale,176,6,Mon,Summer,0,8,19,0.135,low
P100357,AmazonBasics Grocery Item,Grocery,AmazonBasics,S011,Amazon Store 11,US-West,21.77,0.09,Seasonal,10,1,Wed,Winter,0,15,19,0.128,low
P100772,Samsung Electronics Item,Electronics,Samsung,S049,Amazon Store 49,US-East,1162.89,0.0,No Promotion,117,4,Sat,Spring,0,33,66,0.411,high
P100457,AmazonBasics Home Item,Home,AmazonBasics,S044,Amazon Store 44,Canada,249.95,0.31,Flash Sale,280,10,Sun,Fall,0,10,22,-0.133,loss
P100049,Apple Beauty Item,Beauty,Apple,S030,Amazon Store 30,US-East,19.09,0.0,No Promotion,218,8,Fri,Summer,0,14,30,0.21,medium
P101131,HP Grocery Item,Grocery,HP,S032,Amazon Store 32,US-West,35.78,0.15,Seasonal,175,6,Fri,Summer,0,18,34,0.273,medium
P100612,AmazonBasics Home Item,Home,AmazonBasics,S003,Amazon Store 3,US-East,274.4,0.0,No Promotion,234,8,Thu,Summer,0,26,47,0.468,high
P100999,Adidas Sports Item,Sports,Adidas,S040,Amazon Store 40,EU,361.03,0.46,Clearance,252,9,Sat,Summer,1,13,23,-0.172,loss
P101028,LG Electronics Item,Electronics,LG,S018,Amazon Store 18,Canada,1160.41,0.0,No Promotion,295,10,Thu,Fall,0,84,175,0.343,high
P101069,AmazonBasics Sports Item,Sports,AmazonBasics,S040,Amazon Store 40,EU,385.06,0.39,Flash Sale,322,11,Sun,Fall,0,37,64,-0.269,loss
P100104,AmazonBasics Electronics Item,Electronics,AmazonBasics,S043,Amazon Store 43,US-West,98.06,0.11,Seasonal,6,1,Sat,Winter,0,30,37,0.285,medium
P100965,Sony Home Item,Home,Sony,S025,Amazon Store 25,US-East,184.07,0.27,Holiday,21,1,Sun,Winter,0,7,14,0.132,low
P100978,Apple Home Item,Home,Apple,S025,Amazon Store 25,US-East,159.75,0.0,No Promotion,73,3,Wed,Winter,0,5,10,0.497,high
P100894,Samsung Sports Item,Sports,Samsung,S025,Amazon Store 25,US-East,278.54,0.21,Holiday,330,11,Sat,Fall,0,74,138,0.221,medium
P100060,Adidas Beauty Item,Beauty,Adidas,S019,Amazon Store 19,US-East,194.44,0.32,Clearance,36,2,Sat,Winter,1,31,41,-0.171,loss
P100749,Adidas Electronics Item,Electronics,Adidas,S017,Amazon Store 17,US-East,940.17,0.36,Flash Sale,233,8,Wed,Summer,0,11,18,-0.146,loss
P100236,LG Sports Item,Sports,LG,S012,Amazon Store 12,Canada,205.34,0.32,Clearance,216,8,Tue,Summer,1,5,9,0.162,medium
P101071,Nike Electronics Item,Electronics,Nike,S037,Amazon Store 37,EU,1294.39,0.39,Flash Sale,206,7,Sun,Summer,0,57,114,-0.286,loss
P100294,Dell Electronics Item,Electronics,Dell,S005,Amazon Store 5,UK,673.55,0.0,No Promotion,44,2,Tue,Winter,0,7,11,0.383,high
P100076,AmazonBasics Home Item,Home,AmazonBasics,S035,Amazon Store 35,US-West,25.01,0.21,Flash Sale,91,4,Sat,Spring,0,42,50,0.082,low
P100562,Samsung Sports Item,Sports,Samsung,S046,Amazon Store 46,EU,131.71,0.08,Seasonal,316,11,Tue,Fall,0,32,45,0.36,high
P100020,Sony Sports Item,Sports,Sony,S015,Amazon Store 15,US-West,349.25,0.08,Seasonal,93,4,Fri,Spring,0,27,56,0.273,medium
P100295,Dell Beauty Item,Beauty,Dell,S013,Amazon Store 13,US-East,26.88,0.18,Seasonal,339,12,Sat,Fall,0,17,41,0.04,low
P100859,L'Oreal Electronics Item,Electronics,L'Oreal,S000,Amazon Store 0,Canada,225.9,0.0,No Promotion,83,3,Mon,Spring,0,27,46,0.363,high
P100827,LG Fashion Item,Fashion,LG,S015,Amazon Store 15,US-West,21.28,0.08,Seasonal,333,12,Wed,Fall,0,3,3,0.14,low
P100887,LG Grocery Item,Grocery,LG,S038,Amazon Store 38,EU,27.68,0.0,No Promotion,282,10,Thu,Fall,0,14,24,0.442,high
P100738,Samsung Home Item,Home,Samsung,S024,Amazon Store 24,EU,485.41,0.0,No Promotion,21,1,Wed,Winter,0,16,36,0.444,high
P100003,LG Sports Item,Sports,LG,S027,Amazon Store 27,UK,243.31,0.08,Seasonal,228,8,Sat,Summer,0,12,26,0.289,medium
P100310,L'Oreal Fashion Item,Fashion,L'Oreal,S031,Amazon Store 31,EU,76.59,0.0,No Promotion,130,5,Mon,Spring,1,13,21,0.265,medium
P101031,Samsung Home Item,Home,Samsung,S006,Amazon Store 6,US-East,240.13,0.23,Flash Sale,175,6,Wed,Summer,0,35,42,0.063,low
P100989,HP Beauty Item,Beauty,HP,S034,Amazon Store 34,UK,198.14,0.0,No Promotion,108,4,Thu,Spring,0,10,16,0.212,medium
P100055,Adidas Sports Item,Sports,Adidas,S033,Amazon Store 33,UK,38.34,0.32,Clearance,283,10,Thu,Fall,1,12,26,0.174,medium
P100284,L'Oreal Electronics Item,Electronics,L'Oreal,S023,Amazon Store 23,Canada,285.85,0.0,No Promotion,71,3,Mon,Winter,0,11,25,0.258,medium
P100138,AmazonBasics Fashion Item,Fashion,AmazonBasics,S033,Amazon Store 33,UK,264.98,0.15,Seasonal,50,2,Thu,Winter,0,56,99,0.171,medium
P100458,Adidas Sports Item,Sports,Adidas,S045,Amazon Store 45,UK,31.75,0.1,Seasonal,95,4,Fri,Spring,0,12,14,0.305,high
P100688,Sony Electronics Item,Electronics,Sony,S008,Amazon Store 8,US-West,205.25,0.27,Flash Sale,279,10,Thu,Fall,1,44,84,-0.017,loss
P100226,Nike Home Item,Home,Nike,S046,Amazon Store 46,EU,301.19,0.17,Seasonal,337,12,Sun,Fall,0,37,49,0.201,medium
P100349,HP Electronics Item,Electronics,HP,S013,Amazon Store 13,US-East,213.53,0.36,Flash Sale,132,5,Mon,Spring,0,14,29,-0.196,loss
P100830,HP Electronics Item,Electronics,HP,S028,Amazon Store 28,Canada,859.55,0.52,Clearance,276,10,Mon,Fall,0,9,18,-0.382,loss
P100629,AmazonBasics Home Item,Home,AmazonBasics,S042,Amazon Store 42,US-East,213.87,0.0,No Promotion,13,1,Wed,Winter,0,34,47,0.215,medium
P100675,Apple Fashion Item,Fashion,Apple,S024,Amazon Store 24,EU,133.03,0.0,No Promotion,3,1,Thu,Winter,0,26,58,0.463,high
P100968,HP Electronics Item,Electronics,HP,S012,Amazon Store 12,Canada,991.44,0.37,Flash Sale,224,8,Thu,Summer,0,42,67,0.125,low
P100440,LG Sports Item,Sports,LG,S012,Amazon Store 12,Canada,309.72,0.43,Clearance,175,6,Sat,Summer,0,11,24,-0.238,loss
P100727,Adidas Fashion Item,Fashion,Adidas,S046,Amazon Store 46,EU,184.01,0.09,Seasonal,90,3,Sat,Spring,0,8,19,0.254,medium
P100588,Nike Fashion Item,Fashion,Nike,S048,Amazon Store 48,EU,263.41,0.21,Flash Sale,241,9,Mon,Summer,0,12,22,0.231,medium
P100432,Dell Electronics Item,Electronics,Dell,S002,Amazon Store 2,US-East,189.45,0.0,No Promotion,35,2,Sat,Winter,0,16,19,0.424,high
P100660,L'Oreal Beauty Item,Beauty,L'Oreal,S039,Amazon Store 39,UK,170.96,0.36,Clearance,14,1,Wed,Winter,1,7,12,0.13,low
P100664,Nike Beauty Item,Beauty,Nike,S047,Amazon Store 47,Canada,116.34,0.52,Clearance,195,7,Sun,Summer,0,20,37,-0.268,loss
P100199,Adidas Grocery Item,Grocery,Adidas,S010,Amazon Store 10,US-East,9.97,0.06,Seasonal,306,11,Wed,Fall,0,13,19,0.368,high
P101064,Adidas Home Item,Home,Adidas,S007,Amazon Store 7,US-East,391.08,0.0,No Promotion,334,12,Fri,Fall,0,126,204,0.483,high
P100228,Sony Beauty Item,Beauty,Sony,S006,Amazon Store 6,US-East,142.56,0.1,Seasonal,213,8,Sun,Summer,1,24,37,0.212,medium
P101008,Adidas Grocery Item,Grocery,Adidas,S048,Amazon Store 48,EU,32.77,0.0,No Promotion,3,1,Fri,Winter,0,12,22,0.45,high
P100272,Nike Home Item,Home,Nike,S034,Amazon Store 34,UK,61.48,0.2,Seasonal,179,6,Mon,Summer,1,69,95,0.374,high
P100291,HP Electronics Item,Electronics,HP,S036,Amazon Store 36,US-East,339.88,0.0,No Promotion,40,2,Wed,Winter,0,17,25,0.288,medium
P100663,L'Oreal Sports Item,Sports,L'Oreal,S032,Amazon Store 32,US-West,242.58,0.0,No Promotion,164,6,Wed,Spring,0,26,49,0.352,high
P100920,Samsung Fashion Item,Fashion,Samsung,S006,Amazon Store 6,US-East,25.24,0.0,No Promotion,307,11,Fri,Fall,0,17,42,0.401,high
P100454,LG Home Item,Home,LG,S037,Amazon Store 37,EU,81.85,0.12,Holiday,235,8,Sun,Summer,0,57,134,0.101,low
P100133,L'Oreal Fashion Item,Fashion,L'Oreal,S028,Amazon Store 28,Canada,189.4,0.18,Seasonal,257,9,Sat,Summer,0,41,72,0.269,medium
P100067,Sony Beauty Item,Beauty,Sony,S045,Amazon Store 45,UK,23.06,0.07,Seasonal,360,12,Fri,Fall,0,17,20,0.371,high
P101074,Adidas Grocery Item,Grocery,Adidas,S040,Amazon Store 40,EU,31.81,0.14,Seasonal,116,4,Mon,Spring,0,23,46,0.349,high
P100458,Adidas Sports Item,Sports,Adidas,S027,Amazon Store 27,UK,31.75,0.15,Seasonal,52,2,Sun,Winter,1,10,18,0.183,medium
P100017,Nike Grocery Item,Grocery,Nike,S043,Amazon Store 43,US-West,12.11,0.0,No Promotion,142,5,Wed,Spring,0,17,30,0.448,high
P100872,HP Beauty Item,Beauty,HP,S020,Amazon Store 20,Canada,34.69,0.0,No Promotion,86,3,Mon,Spring,0,63,118,0.474,high
P100620,Samsung Sports Item,Sports,Samsung,S001,Amazon Store 1,US-East,174.76,0.0,No Promotion,46,2,Fri,Winter,0,33,62,0.442,high
P100780,Adidas Electronics Item,Electronics,Adidas,S045,Amazon Store 45,UK,553.44,0.0,No Promotion,332,12,Thu,Fall,0,25,48,0.475,high
P100105,L'Oreal Beauty Item,Beauty,L'Oreal,S026,Amazon Store 26,US-East,198.56,0.0,No Promotion,238,8,Fri,Summer,0,14,17,0.481,high
P100909,Adidas Electronics Item,Electronics,Adidas,S004,Amazon Store 4,EU,1299.72,0.38,Clearance,10,1,Wed,Winter,1,29,50,-0.015,loss
P101101,Adidas Fashion Item,Fashion,Adidas,S029,Amazon Store 29,US-East,192.28,0.0,No Promotion,152,6,Mon,Spring,1,16,31,0.276,medium
P101069,AmazonBasics Sports Item,Sports,AmazonBasics,S016,Amazon Store 16,EU,385.06,0.0,No Promotion,61,3,Sat,Winter,0,13,24,0.31,high
P100377,L'Oreal Grocery Item,Grocery,L'Oreal,S020,Amazon Store 20,Canada,14.15,0.0,No Promotion,18,1,Sat,Winter,0,36,77,0.418,high
P101172,HP Fashion Item,Fashion,HP,S009,Amazon Store 9,EU,133.54,0.27,Flash Sale,86,3,Wed,Spring,1,12,29,0.216,medium
P100009,HP Sports Item,Sports,HP,S020,Amazon Store 20,Canada,260.99,0.25,Flash Sale,137,5,Fri,Spring,0,19,29,0.207,medium
P100917,Dell Grocery Item,Grocery,Dell,S001,Amazon Store 1,US-East,26.61,0.0,No Promotion,230,8,Fri,Summer,0,14,27,0.33,high
P100311,Samsung Sports Item,Sports,Samsung,S046,Amazon Store 46,EU,61.59,0.0,No Promotion,128,5,Tue,Spring,0,14,32,0.482,high
P100501,Sony Grocery Item,Grocery,Sony,S021,Amazon Store 21,UK,27.04,0.0,No Promotion,104,4,Fri,Spring,1,15,30,0.342,high
P100175,LG Home Item,Home,LG,S019,Amazon Store 19,US-East,20.9,0.0,No Promotion,186,7,Wed,Summer,1,7,14,0.283,medium
P100820,Dell Beauty Item,Beauty,Dell,S025,Amazon Store 25,US-East,136.7,0.49,Clearance,178,6,Sun,Summer,0,15,18,-0.198,loss
P100966,L'Oreal Grocery Item,Grocery,L'Oreal,S007,Amazon Store 7,US-East,30.08,0.15,Holiday,357,12,Sun,Fall,0,19,40,0.126,low
P100207,Adidas Beauty Item,Beauty,Adidas,S045,Amazon Store 45,UK,21.88,0.1,Seasonal,6,1,Mon,Winter,0,22,48,0.223,medium
P100389,Apple Electronics Item,Electronics,Apple,S037,Amazon Store 37,EU,121.7,0.0,No Promotion,341,12,Mon,Fall,0,12,16,0.347,high
P100031,Nike Home Item,Home,Nike,S008,Amazon Store 8,US-West,472.56,0.0,No Promotion,307,11,Tue,Fall,0,21,25,0.368,high
P100768,LG Home Item,Home,LG,S018,Amazon Store 18,Canada,34.78,0.35,Clearance,36,2,Sat,Winter,0,12,21,-0.195,loss
P100728,LG Beauty Item,Beauty,LG,S025,Amazon Store 25,US-East,123.83,0.0,No Promotion,327,11,Wed,Fall,0,26,38,0.446,high
P100417,Apple Home Item,Home,Apple,S027,Amazon Store 27,UK,297.08,0.06,Seasonal,356,12,Fri,Fall,0,14,32,0.245,medium
P100924,HP Electronics Item,Electronics,HP,S040,Amazon Store 40,EU,1126.68,0.38,Flash Sale,281,10,Thu,Fall,0,64,109,-0.13,loss
P100659,Apple Grocery Item,Grocery,Apple,S020,Amazon Store 20,Canada,5.85,0.0,No Promotion,300,10,Mon,Fall,0,19,43,0.456,high
P100042,Dell Sports Item,Sports,Dell,S001,Amazon Store 1,US-East,110.11,0.0,No Promotion,14,1,Wed,Winter,0,12,22,0.498,high
P100915,Apple Home Item,Home,Apple,S004,Amazon Store 4,EU,437.49,0.26,Flash Sale,237,8,Sun,Summer,0,28,38,0.038,low
P100217,Dell Home Item,Home,Dell,S039,Amazon Store 39,UK,495.74,0.07,Seasonal,285,10,Tue,Fall,0,43,91,0.235,medium
P100385,LG Home Item,Home,LG,S022,Amazon Store 22,UK,334.94,0.3,Flash Sale,330,11,Thu,Fall,0,41,96,0.226,medium
P100632,Adidas Sports Item,Sports,Adidas,S049,Amazon Store 49,US-East,348.15,0.21,Holiday,50,2,Sat,Winter,0,15,22,0.053,low
P100747,Dell Grocery Item,Grocery,Dell,S047,Amazon Store 47,Canada,23.38,0.0,No Promotion,261,9,Wed,Summer,0,5,11,0.416,high
P100877,Adidas Sports Item,Sports,Adidas,S044,Amazon Store 44,Canada,378.62,0.22,Holiday,110,4,Fri,Spring,0,11,26,0.105,low
P100465,Nike Home Item,Home,Nike,S030,Amazon Store 30,US-East,416.5,0.0,No Promotion,197,7,Sat,Summer,0,28,47,0.201,medium
P100150,Samsung Sports Item,Sports,Samsung,S022,Amazon Store 22,UK,303.38,0.0,No Promotion,252,9,Sun,Summer,0,4,9,0.374,high
P100199,Adidas Grocery Item,Grocery,Adidas,S010,Amazon Store 10,US-East,9.97,0.57,Clearance,88,3,Mon,Spring,1,31,70,-0.184,loss
P101135,AmazonBasics Beauty Item,Beauty,AmazonBasics,S027,Amazon Store 27,UK,66.18,0.0,No Promotion,313,11,Sun,Fall,0,38,56,0.235,medium
P100323,Nike Beauty Item,Beauty,Nike,S009,Amazon Store 9,EU,175.71,0.0,No Promotion,26,1,Fri,Winter,0,15,35,0.465,high
P100050,Adidas Grocery Item,Grocery,Adidas,S028,Amazon Store 28,Canada,3.44,0.0,No Promotion,262,9,Tue,Summer,0,30,74,0.273,medium
P100788,Sony Electronics Item,Electronics,Sony,S011,Amazon Store 11,US-West,83.29,0.0,No Promotion,144,5,Mon,Spring,0,22,29,0.337,high
P100533,Sony Sports Item,Sports,Sony,S019,Amazon Store 19,US-East,125.86,0.2,Flash Sale,60,2,Thu,Winter,0,33,73,0.331,high
P100047,Samsung Beauty Item,Beauty,Samsung,S034,Amazon Store 34,UK,197.77,0.17,Seasonal,356,12,Mon,Fall,0,19,45,0.106,low
P100860,Apple Beauty Item,Beauty,Apple,S012,Amazon Store 12,Canada,45.92,0.36,Flash Sale,268,9,Sun,Fall,0,84,168,0.146,low
P100866,Nike Sports Item,Sports,Nike,S048,Amazon Store 48,EU,200.11,0.0,No Promotion,75,3,Fri,Winter,0,14,24,0.221,medium
P100131,Adidas Sports Item,Sports,Adidas,S014,Amazon Store 14,US-East,309.32,0.55,Clearance,3,1,Sat,Winter,0,18,27,-0.5,loss
P100640,LG Beauty Item,Beauty,LG,S029,Amazon Store 29,US-East,179.03,0.0,No Promotion,63,3,Wed,Winter,0,10,21,0.342,high
P100714,AmazonBasics Fashion Item,Fashion,AmazonBasics,S041,Amazon Store 41,US-West,74.08,0.13,Seasonal,236,8,Sun,Summer,0,18,21,0.194,medium
P100688,Sony Electronics Item,Electronics,Sony,S006,Amazon Store 6,US-East,205.25,0.0,No Promotion,229,8,Wed,Summer,0,15,36,0.264,medium
P100528,AmazonBasics Electronics Item,Electronics,AmazonBasics,S030,Amazon Store 30,US-East,1458.49,0.33,Clearance,275,10,Wed,Fall,0,18,41,0.002,low
P100843,AmazonBasics Fashion Item,Fashion,AmazonBasics,S039,Amazon Store 39,UK,164.99,0.3,Clearance,18,1,Sun,Winter,0,24,59,0.007,low
P100897,L'Oreal Home Item,Home,L'Oreal,S039,Amazon Store 39,UK,248.2,0.05,Seasonal,80,3,Sun,Spring,0,23,47,0.47,high
P100392,HP Grocery Item,Grocery,HP,S048,Amazon Store 48,EU,16.4,0.0,No Promotion,215,8,Sun,Summer,1,16,36,0.362,high
P100630,LG Sports Item,Sports,LG,S042,Amazon Store 42,US-East,54.11,0.31,Clearance,171,6,Tue,Spring,0,17,29,0.22,medium
P100149,Dell Grocery Item,Grocery,Dell,S036,Amazon Store 36,US-East,13.82,0.0,No Promotion,329,11,Tue,Fall,0,45,69,0.41,high
P100657,Apple Sports Item,Sports,Apple,S033,Amazon Store 33,UK,321.9,0.13,Holiday,255,9,Wed,Summer,0,15,21,0.212,medium
P100362,Sony Sports Item,Sports,Sony,S038,Amazon Store 38,EU,161.16,0.0,No Promotion,126,5,Thu,Spring,1,10,24,0.323,high
P101056,L'Oreal Fashion Item,Fashion,L'Oreal,S033,Amazon Store 33,UK,223.65,0.11,Seasonal,255,9,Fri,Summer,0,20,36,0.399,high
P100414,AmazonBasics Grocery Item,Grocery,AmazonBasics,S017,Amazon Store 17,US-East,9.27,0.49,Clearance,72,3,Thu,Winter,1,20,34,-0.414,loss
P100784,AmazonBasics Electronics Item,Electronics,AmazonBasics,S014,Amazon Store 14,US-East,1486.58,0.44,Clearance,38,2,Sun,Winter,0,25,31,-0.378,loss
P100426,LG Home Item,Home,LG,S013,Amazon Store 13,US-East,21.83,0.29,Flash Sale,324,11,Sun,Fall,1,7,14,0.143,low
P100677,Apple Fashion Item,Fashion,Apple,S000,Amazon Store 0,Canada,104.26,0.0,No Promotion,204,7,Wed,Summer,0,9,16,0.203,medium
P100320,Apple Fashion Item,Fashion,Apple,S047,Amazon Store 47,Canada,241.29,0.0,No Promotion,172,6,Fri,Summer,0,10,17,0.365,high
P100089,Adidas Sports Item,Sports,Adidas,S038,Amazon Store 38,EU,220.29,0.22,Flash Sale,223,8,Tue,Summer,0,38,48,0.187,medium
P100573,AmazonBasics Home Item,Home,AmazonBasics,S010,Amazon Store 10,US-East,207.14,0.57,Clearance,217,8,Mon,Summer,0,28,35,-0.446,loss
P101134,Sony Home Item,Home,Sony,S026,Amazon Store 26,US-East,142.55,0.0,No Promotion,245,9,Mon,Summer,1,36,54,0.234,medium
P100574,Sony Sports Item,Sports,Sony,S023,Amazon Store 23,Canada,298.7,0.15,Holiday,336,12,Fri,Fall,0,65,112,0.23,medium
P100424,Samsung Electronics Item,Electronics,Samsung,S049,Amazon Store 49,US-East,231.01,0.2,Flash Sale,191,7,Thu,Summer,0,6,7,0.067,low
P100488,Samsung Sports Item,Sports,Samsung,S009,Amazon Store 9,EU,353.96,0.46,Clearance,298,10,Fri,Fall,0,10,17,-0.412,loss
